elapsed time,receive time,header.stamp,topic,value
6.238011846,1644874266.687635030,,/diagnostics/iterative_octree_time.data,0.009960908000000001
6.360767838,1644874266.810391022,,/diagnostics/iterative_octree_time.data,0.012408806000000001
6.441218524,1644874266.890841708,,/diagnostics/iterative_octree_time.data,0.008711684
6.562361495,1644874267.011984679,,/diagnostics/iterative_octree_time.data,0.010845566000000001
6.642905429,1644874267.092528613,,/diagnostics/iterative_octree_time.data,0.010658306000000001
6.766031038,1644874267.215654222,,/diagnostics/iterative_octree_time.data,0.009669174
6.836436662,1644874267.286059846,,/diagnostics/iterative_octree_time.data,0.011785884
6.959456659,1644874267.409079843,,/diagnostics/iterative_octree_time.data,0.0072406680000000005
7.049982203,1644874267.499605387,,/diagnostics/iterative_octree_time.data,0.016977870000000003
7.183162251,1644874267.632785435,,/diagnostics/iterative_octree_time.data,0.012024852
7.254966226,1644874267.704589410,,/diagnostics/iterative_octree_time.data,0.009363494
7.385704434,1644874267.835327618,,/diagnostics/iterative_octree_time.data,0.01658572
7.456106417,1644874267.905729601,,/diagnostics/iterative_octree_time.data,0.009735684000000001
7.5767760410000005,1644874268.026399225,,/diagnostics/iterative_octree_time.data,0.011561588000000001
7.667424126,1644874268.117047310,,/diagnostics/iterative_octree_time.data,0.014187430000000001
7.788882297,1644874268.238505481,,/diagnostics/iterative_octree_time.data,0.01200989
7.879322443,1644874268.328945627,,/diagnostics/iterative_octree_time.data,0.012143922000000001
7.959741217,1644874268.409364401,,/diagnostics/iterative_octree_time.data,0.019810036
8.040174353,1644874268.489797537,,/diagnostics/iterative_octree_time.data,0.013410718
8.164811473,1644874268.614434657,,/diagnostics/iterative_octree_time.data,0.009216868000000001
8.259779457,1644874268.709402641,,/diagnostics/iterative_octree_time.data,0.011639206000000001
8.390622869,1644874268.840246053,,/diagnostics/iterative_octree_time.data,0.012170876
8.461086893000001,1644874268.910710077,,/diagnostics/iterative_octree_time.data,0.012720658000000001
8.581783825,1644874269.031407009,,/diagnostics/iterative_octree_time.data,0.01642358
8.663954593,1644874269.113577777,,/diagnostics/iterative_octree_time.data,0.011165082000000002
8.734349367,1644874269.183972551,,/diagnostics/iterative_octree_time.data,0.01332441
8.83617573,1644874269.285798914,,/diagnostics/iterative_octree_time.data,0.012202310000000001
8.956882595,1644874269.406505779,,/diagnostics/iterative_octree_time.data,0.01392487
9.027301116,1644874269.476924300,,/diagnostics/iterative_octree_time.data,0.011307238
9.130238412,1644874269.579861596,,/diagnostics/iterative_octree_time.data,0.015291108000000001
9.222734269,1644874269.672357453,,/diagnostics/iterative_octree_time.data,0.012058718000000001
9.373704235,1644874269.823327419,,/diagnostics/iterative_octree_time.data,0.026471326000000003
9.49458411,1644874269.944207294,,/diagnostics/iterative_octree_time.data,0.060637368000000004
9.576834739,1644874270.026457923,,/diagnostics/iterative_octree_time.data,0.033657162000000004
9.680300137,1644874270.129923321,,/diagnostics/iterative_octree_time.data,0.037987724
9.760716106,1644874270.210339290,,/diagnostics/iterative_octree_time.data,0.01174998
9.861323792,1644874270.310946976,,/diagnostics/iterative_octree_time.data,0.011675634
10.002256885,1644874270.451880069,,/diagnostics/iterative_octree_time.data,0.03588916
10.062549202,1644874270.512172386,,/diagnostics/iterative_octree_time.data,0.01027523
10.193288732,1644874270.642911916,,/diagnostics/iterative_octree_time.data,0.04135763
10.273745584,1644874270.723368768,,/diagnostics/iterative_octree_time.data,0.014892982
10.354255483,1644874270.803878667,,/diagnostics/iterative_octree_time.data,0.008908782
10.439015181,1644874270.888638365,,/diagnostics/iterative_octree_time.data,0.014683000000000002
10.539589185,1644874270.989212369,,/diagnostics/iterative_octree_time.data,0.013648146000000002
10.640327605,1644874271.089950789,,/diagnostics/iterative_octree_time.data,0.011695116
10.761046585,1644874271.210669769,,/diagnostics/iterative_octree_time.data,0.009165238000000001
10.842730676,1644874271.292353860,,/diagnostics/iterative_octree_time.data,0.012369202000000001
10.9734371,1644874271.423060284,,/diagnostics/iterative_octree_time.data,0.019754986000000002
11.054230336,1644874271.503853520,,/diagnostics/iterative_octree_time.data,0.013032760000000001
11.17726383,1644874271.626887014,,/diagnostics/iterative_octree_time.data,0.016811060000000003
11.25961464,1644874271.709237824,,/diagnostics/iterative_octree_time.data,0.024131488000000003
11.370247229,1644874271.819870413,,/diagnostics/iterative_octree_time.data,0.016975206
11.460956886,1644874271.910580070,,/diagnostics/iterative_octree_time.data,0.010068514
11.551411566,1644874272.001034750,,/diagnostics/iterative_octree_time.data,0.022992998
11.642301189,1644874272.091924373,,/diagnostics/iterative_octree_time.data,0.031632502
11.776350273,1644874272.225973457,,/diagnostics/iterative_octree_time.data,0.019547702
11.849932309,1644874272.299555493,,/diagnostics/iterative_octree_time.data,0.017896248
11.972911818,1644874272.422535002,,/diagnostics/iterative_octree_time.data,0.016948928000000002
12.053342529,1644874272.502965713,,/diagnostics/iterative_octree_time.data,0.032632258000000004
12.184747501,1644874272.634370685,,/diagnostics/iterative_octree_time.data,0.020252752000000002
12.24532849,1644874272.694951674,,/diagnostics/iterative_octree_time.data,0.016016692000000003
12.386066016000001,1644874272.835689200,,/diagnostics/iterative_octree_time.data,0.014743926000000001
12.446636953,1644874272.896260137,,/diagnostics/iterative_octree_time.data,0.012405804000000001
12.537645184,1644874272.987268368,,/diagnostics/iterative_octree_time.data,0.009788658
12.639686544,1644874273.089309728,,/diagnostics/iterative_octree_time.data,0.024631244
12.754497451,1644874273.204120635,,/diagnostics/iterative_octree_time.data,0.016899260000000003
12.846054854,1644874273.295678038,,/diagnostics/iterative_octree_time.data,0.016087070000000002
12.976900274,1644874273.426523458,,/diagnostics/iterative_octree_time.data,0.028852732000000002
13.057486449,1644874273.507109633,,/diagnostics/iterative_octree_time.data,0.012534706000000001
13.188423368,1644874273.638046552,,/diagnostics/iterative_octree_time.data,0.026135008
13.288910076,1644874273.738533260,,/diagnostics/iterative_octree_time.data,0.038774378000000005
13.359469984,1644874273.809093168,,/diagnostics/iterative_octree_time.data,0.007562374
13.430823472,1644874273.880446656,,/diagnostics/iterative_octree_time.data,0.014368354000000002
13.5640155,1644874274.013638684,,/diagnostics/iterative_octree_time.data,0.012687782000000002
13.634865748,1644874274.084488932,,/diagnostics/iterative_octree_time.data,0.011557642
13.735718454,1644874274.185341638,,/diagnostics/iterative_octree_time.data,0.008228068
13.84637177,1644874274.295994954,,/diagnostics/iterative_octree_time.data,0.014452266
13.95972735,1644874274.409350534,,/diagnostics/iterative_octree_time.data,0.01057779
14.030202267,1644874274.479825451,,/diagnostics/iterative_octree_time.data,0.010949102
14.144467476,1644874274.594090660,,/diagnostics/iterative_octree_time.data,0.011008866
14.235025619,1644874274.684648803,,/diagnostics/iterative_octree_time.data,0.011878336000000001
14.355736446,1644874274.805359630,,/diagnostics/iterative_octree_time.data,0.009115554000000001
14.426133636,1644874274.875756820,,/diagnostics/iterative_octree_time.data,0.00916483
14.526674159,1644874274.976297343,,/diagnostics/iterative_octree_time.data,0.025501488000000003
14.62830937,1644874275.077932554,,/diagnostics/iterative_octree_time.data,0.028809992000000003
14.738888132,1644874275.188511316,,/diagnostics/iterative_octree_time.data,0.04459148
14.839471806,1644874275.289094990,,/diagnostics/iterative_octree_time.data,0.032697882000000004
14.980277673,1644874275.429900857,,/diagnostics/iterative_octree_time.data,0.014589366000000001
15.057169419,1644874275.506792603,,/diagnostics/iterative_octree_time.data,0.050127920000000006
15.127710016,1644874275.577333200,,/diagnostics/iterative_octree_time.data,0.010356180000000001
15.218295383,1644874275.667918567,,/diagnostics/iterative_octree_time.data,0.010373368
15.328912727,1644874275.778535911,,/diagnostics/iterative_octree_time.data,0.012321932
15.429449517,1644874275.879072701,,/diagnostics/iterative_octree_time.data,0.010319472000000001
15.550141483,1644874275.999764667,,/diagnostics/iterative_octree_time.data,0.0132662
15.635852376,1644874276.085475560,,/diagnostics/iterative_octree_time.data,0.008098606000000001
15.756472159,1644874276.206095343,,/diagnostics/iterative_octree_time.data,0.009878156
15.846971325,1644874276.296594509,,/diagnostics/iterative_octree_time.data,0.008964348
15.967682884,1644874276.417306068,,/diagnostics/iterative_octree_time.data,0.015057344
16.040868576,1644874276.490491760,,/diagnostics/iterative_octree_time.data,0.00981427
16.182600479,1644874276.632223663,,/diagnostics/iterative_octree_time.data,0.035522444
16.252952797,1644874276.702575981,,/diagnostics/iterative_octree_time.data,0.007572688
16.395564971,1644874276.845188155,,/diagnostics/iterative_octree_time.data,0.038379882000000004
16.466798128,1644874276.916421312,,/diagnostics/iterative_octree_time.data,0.011908660000000001
16.55067342,1644874277.000296604,,/diagnostics/iterative_octree_time.data,0.014521368000000002
16.642321572,1644874277.091944756,,/diagnostics/iterative_octree_time.data,0.009017196
16.763020331,1644874277.212643515,,/diagnostics/iterative_octree_time.data,0.007152696
16.843463823,1644874277.293087007,,/diagnostics/iterative_octree_time.data,0.01137452
16.96701821,1644874277.416641394,,/diagnostics/iterative_octree_time.data,0.011522476
17.037381217,1644874277.487004401,,/diagnostics/iterative_octree_time.data,0.011233980000000001
17.149141807,1644874277.598764991,,/diagnostics/iterative_octree_time.data,0.015617914000000002
17.229593816,1644874277.679217000,,/diagnostics/iterative_octree_time.data,0.011262996
17.345042802000002,1644874277.794665986,,/diagnostics/iterative_octree_time.data,0.008729176
17.445601352,1644874277.895224536,,/diagnostics/iterative_octree_time.data,0.006943796
17.559488668,1644874278.009111852,,/diagnostics/iterative_octree_time.data,0.00961211
17.629892932,1644874278.079516116,,/diagnostics/iterative_octree_time.data,0.009568166000000001
17.752854778,1644874278.202477962,,/diagnostics/iterative_octree_time.data,0.024849084
17.843856595,1644874278.293479779,,/diagnostics/iterative_octree_time.data,0.015500104
17.955729206,1644874278.405352390,,/diagnostics/iterative_octree_time.data,0.008524848
18.036247316,1644874278.485870500,,/diagnostics/iterative_octree_time.data,0.013977638
18.130952949,1644874278.580576133,,/diagnostics/iterative_octree_time.data,0.023480644000000002
18.241704385,1644874278.691327569,,/diagnostics/iterative_octree_time.data,0.03191137
18.332304186000002,1644874278.781927370,,/diagnostics/iterative_octree_time.data,0.015684366
18.453004967,1644874278.902628151,,/diagnostics/iterative_octree_time.data,0.010088814
18.584911776,1644874279.034534960,,/diagnostics/iterative_octree_time.data,0.009177366000000001
18.665340939,1644874279.114964123,,/diagnostics/iterative_octree_time.data,0.01370985
18.745772712,1644874279.195395896,,/diagnostics/iterative_octree_time.data,0.010037004
18.836284376000002,1644874279.285907560,,/diagnostics/iterative_octree_time.data,0.04466196
18.959821848,1644874279.409445032,,/diagnostics/iterative_octree_time.data,0.017302026
19.030220716,1644874279.479843900,,/diagnostics/iterative_octree_time.data,0.010167402
19.161023694,1644874279.610646878,,/diagnostics/iterative_octree_time.data,0.00861918
19.231304046,1644874279.680927230,,/diagnostics/iterative_octree_time.data,0.010833458
19.38101747,1644874279.830640654,,/diagnostics/iterative_octree_time.data,0.011240122
19.461830957,1644874279.911454141,,/diagnostics/iterative_octree_time.data,0.030450766
19.542333655,1644874279.991956839,,/diagnostics/iterative_octree_time.data,0.007669162
19.642904748,1644874280.092527932,,/diagnostics/iterative_octree_time.data,0.011183296
19.755218798,1644874280.204841982,,/diagnostics/iterative_octree_time.data,0.011896604000000002
19.835929075,1644874280.285552259,,/diagnostics/iterative_octree_time.data,0.009227142
19.936493958,1644874280.386117142,,/diagnostics/iterative_octree_time.data,0.008062002
20.037044257,1644874280.486667441,,/diagnostics/iterative_octree_time.data,0.0074025900000000006
20.152858968,1644874280.602482152,,/diagnostics/iterative_octree_time.data,0.00844423
20.233299804,1644874280.682922988,,/diagnostics/iterative_octree_time.data,0.009306370000000001
20.347137645,1644874280.796760829,,/diagnostics/iterative_octree_time.data,0.010107194
20.457748617,1644874280.907371801,,/diagnostics/iterative_octree_time.data,0.008571770000000001
20.603208734,1644874281.052831918,,/diagnostics/iterative_octree_time.data,0.03711838
20.683689017,1644874281.133312201,,/diagnostics/iterative_octree_time.data,0.01596425
20.737331468,1644874281.186954652,,/diagnostics/iterative_octree_time.data,0.007245314
20.827959578,1644874281.277582762,,/diagnostics/iterative_octree_time.data,0.01595978
20.941946131,1644874281.391569315,,/diagnostics/iterative_octree_time.data,0.008366772
21.053121248,1644874281.502744432,,/diagnostics/iterative_octree_time.data,0.030797400000000003
21.165394116,1644874281.615017300,,/diagnostics/iterative_octree_time.data,0.009217944
21.245843559,1644874281.695466743,,/diagnostics/iterative_octree_time.data,0.018187702
21.33897556,1644874281.788598744,,/diagnostics/iterative_octree_time.data,0.010188778
21.429493363,1644874281.879116547,,/diagnostics/iterative_octree_time.data,0.012632168000000001
21.560760609,1644874282.010383793,,/diagnostics/iterative_octree_time.data,0.010229460000000001
21.641353998,1644874282.090977182,,/diagnostics/iterative_octree_time.data,0.024566070000000002
21.764425464,1644874282.214048648,,/diagnostics/iterative_octree_time.data,0.010064552000000001
21.845973633,1644874282.295596817,,/diagnostics/iterative_octree_time.data,0.021807396
21.956672477,1644874282.406295661,,/diagnostics/iterative_octree_time.data,0.018652672000000002
22.047219801,1644874282.496842985,,/diagnostics/iterative_octree_time.data,0.012026328000000001
22.158070495,1644874282.607693679,,/diagnostics/iterative_octree_time.data,0.041887086000000004
22.298926952,1644874282.748550136,,/diagnostics/iterative_octree_time.data,0.06138380400000001
22.401683914,1644874282.851307098,,/diagnostics/iterative_octree_time.data,0.018874210000000002
22.492235959,1644874282.941859143,,/diagnostics/iterative_octree_time.data,0.022724884
22.562624076,1644874283.012247260,,/diagnostics/iterative_octree_time.data,0.020813400000000003
22.653159404,1644874283.102782588,,/diagnostics/iterative_octree_time.data,0.013291162
22.743728072,1644874283.193351256,,/diagnostics/iterative_octree_time.data,0.009513248
22.844301635,1644874283.293924819,,/diagnostics/iterative_octree_time.data,0.011755154
22.944846735,1644874283.394469919,,/diagnostics/iterative_octree_time.data,0.010473414
23.055508364,1644874283.505131548,,/diagnostics/iterative_octree_time.data,0.013256156000000002
23.146006347,1644874283.595629531,,/diagnostics/iterative_octree_time.data,0.016786676
23.256729457,1644874283.706352641,,/diagnostics/iterative_octree_time.data,0.009389888
23.398011202,1644874283.847634386,,/diagnostics/iterative_octree_time.data,0.034010412000000004
23.488726825,1644874283.938350009,,/diagnostics/iterative_octree_time.data,0.051831842
23.569187588,1644874284.018810772,,/diagnostics/iterative_octree_time.data,0.013249936
23.639549942,1644874284.089173126,,/diagnostics/iterative_octree_time.data,0.010645120000000001
23.740117484,1644874284.189740668,,/diagnostics/iterative_octree_time.data,0.01067711
23.840979854,1644874284.290603038,,/diagnostics/iterative_octree_time.data,0.010720414000000001
23.971873071,1644874284.421496255,,/diagnostics/iterative_octree_time.data,0.017077764000000002
24.042278287,1644874284.491901471,,/diagnostics/iterative_octree_time.data,0.013185132
24.163744862,1644874284.613368046,,/diagnostics/iterative_octree_time.data,0.011876874
24.244381592,1644874284.694004776,,/diagnostics/iterative_octree_time.data,0.010521102000000001
24.365084187,1644874284.814707371,,/diagnostics/iterative_octree_time.data,0.011242750000000001
24.439370256,1644874284.888993440,,/diagnostics/iterative_octree_time.data,0.014811866000000002
24.529816761,1644874284.979439945,,/diagnostics/iterative_octree_time.data,0.014977116
24.640488918,1644874285.090112102,,/diagnostics/iterative_octree_time.data,0.016122578000000002
24.771309677,1644874285.220932861,,/diagnostics/iterative_octree_time.data,0.017920222
24.881904811,1644874285.331527995,,/diagnostics/iterative_octree_time.data,0.017568752
24.952327745,1644874285.401950929,,/diagnostics/iterative_octree_time.data,0.021479284
25.043055982,1644874285.492679166,,/diagnostics/iterative_octree_time.data,0.025389176000000003
25.183887379,1644874285.633510563,,/diagnostics/iterative_octree_time.data,0.015266974
25.264360143,1644874285.713983327,,/diagnostics/iterative_octree_time.data,0.015301954000000001
25.375004988,1644874285.824628172,,/diagnostics/iterative_octree_time.data,0.025641854000000002
25.455442039,1644874285.905065223,,/diagnostics/iterative_octree_time.data,0.011891688000000001
25.587171204,1644874286.036794388,,/diagnostics/iterative_octree_time.data,0.012536742
25.661166531,1644874286.110789715,,/diagnostics/iterative_octree_time.data,0.014255654000000001
25.791882816,1644874286.241506000,,/diagnostics/iterative_octree_time.data,0.009760000000000001
25.872615699,1644874286.322238883,,/diagnostics/iterative_octree_time.data,0.012127216000000001
25.963142049000002,1644874286.412765233,,/diagnostics/iterative_octree_time.data,0.020037870000000003
26.0463406,1644874286.495963784,,/diagnostics/iterative_octree_time.data,0.033600194
26.184920046,1644874286.634543230,,/diagnostics/iterative_octree_time.data,0.022225560000000002
26.265504493,1644874286.715127677,,/diagnostics/iterative_octree_time.data,0.014354370000000002
26.356382917,1644874286.806006101,,/diagnostics/iterative_octree_time.data,0.028107064
26.477091622,1644874286.926714806,,/diagnostics/iterative_octree_time.data,0.059083498000000005
26.537451285,1644874286.987074469,,/diagnostics/iterative_octree_time.data,0.009785112
26.638008996,1644874287.087632180,,/diagnostics/iterative_octree_time.data,0.009873386000000001
26.778791022,1644874287.228414206,,/diagnostics/iterative_octree_time.data,0.045847966000000004
26.849216187,1644874287.298839371,,/diagnostics/iterative_octree_time.data,0.009560456
26.969901972,1644874287.419525156,,/diagnostics/iterative_octree_time.data,0.01627019
27.092258187,1644874287.541881371,,/diagnostics/iterative_octree_time.data,0.060876994000000004
27.164173284,1644874287.613796468,,/diagnostics/iterative_octree_time.data,0.008679526
27.24467289,1644874287.694296074,,/diagnostics/iterative_octree_time.data,0.016446322
27.397172157,1644874287.846795341,,/diagnostics/iterative_octree_time.data,0.03833803
27.457489251,1644874287.907112435,,/diagnostics/iterative_octree_time.data,0.011983372
27.55085123,1644874288.000474414,,/diagnostics/iterative_octree_time.data,0.016015292
27.636690143,1644874288.086313327,,/diagnostics/iterative_octree_time.data,0.011389092
27.748203709,1644874288.197826893,,/diagnostics/iterative_octree_time.data,0.014380878000000001
27.848727876,1644874288.298351060,,/diagnostics/iterative_octree_time.data,0.015551278000000002
27.971301388,1644874288.420924572,,/diagnostics/iterative_octree_time.data,0.010411568000000001
28.075180595,1644874288.524803779,,/diagnostics/iterative_octree_time.data,0.012676364
28.155644389,1644874288.605267573,,/diagnostics/iterative_octree_time.data,0.020979402
28.256225871,1644874288.705849055,,/diagnostics/iterative_octree_time.data,0.015262758000000001
28.399222458,1644874288.848845642,,/diagnostics/iterative_octree_time.data,0.013601224
28.551509384,1644874289.001132568,,/diagnostics/iterative_octree_time.data,0.009725912
28.631927935,1644874289.081551119,,/diagnostics/iterative_octree_time.data,0.037793774
28.742564068,1644874289.192187252,,/diagnostics/iterative_octree_time.data,0.050322298
28.812991063,1644874289.262614247,,/diagnostics/iterative_octree_time.data,0.009674814
28.892939351,1644874289.342562535,,/diagnostics/iterative_octree_time.data,0.00937134
28.973767216,1644874289.423390400,,/diagnostics/iterative_octree_time.data,0.016062704
29.054448386,1644874289.504071570,,/diagnostics/iterative_octree_time.data,0.014253614000000001
29.176477777,1644874289.626100961,,/diagnostics/iterative_octree_time.data,0.012250766000000001
29.266997581,1644874289.716620765,,/diagnostics/iterative_octree_time.data,0.011588810000000001
29.347481897,1644874289.797105081,,/diagnostics/iterative_octree_time.data,0.02041884
29.459316896,1644874289.908940080,,/diagnostics/iterative_octree_time.data,0.022524334
29.59005898,1644874290.039682164,,/diagnostics/iterative_octree_time.data,0.011948902
29.660412389,1644874290.110035573,,/diagnostics/iterative_octree_time.data,0.010794764
29.794674922,1644874290.244298106,,/diagnostics/iterative_octree_time.data,0.022870066
29.885192676,1644874290.334815860,,/diagnostics/iterative_octree_time.data,0.024224178000000002
29.975775369,1644874290.425398553,,/diagnostics/iterative_octree_time.data,0.020485998000000002
30.066292657,1644874290.515915841,,/diagnostics/iterative_octree_time.data,0.038808294
30.156953499,1644874290.606576683,,/diagnostics/iterative_octree_time.data,0.015061692000000002
30.237474152,1644874290.687097336,,/diagnostics/iterative_octree_time.data,0.012022898
30.380340917,1644874290.829964101,,/diagnostics/iterative_octree_time.data,0.013406596000000002
30.461592704,1644874290.911215888,,/diagnostics/iterative_octree_time.data,0.014735084
30.552087436,1644874291.001710620,,/diagnostics/iterative_octree_time.data,0.013118206
30.642607598,1644874291.092230782,,/diagnostics/iterative_octree_time.data,0.011371102000000001
30.78335972,1644874291.232982904,,/diagnostics/iterative_octree_time.data,0.014563610000000001
30.863810496,1644874291.313433680,,/diagnostics/iterative_octree_time.data,0.009856386
30.985222209,1644874291.434845393,,/diagnostics/iterative_octree_time.data,0.028972340000000003
31.075709744,1644874291.525332928,,/diagnostics/iterative_octree_time.data,0.015853698
31.156167047,1644874291.605790231,,/diagnostics/iterative_octree_time.data,0.0117522
31.258131703,1644874291.707754887,,/diagnostics/iterative_octree_time.data,0.009983
31.378762477,1644874291.828385661,,/diagnostics/iterative_octree_time.data,0.028839044
31.468946628,1644874291.918569812,,/diagnostics/iterative_octree_time.data,0.01017373
31.549329894,1644874291.998953078,,/diagnostics/iterative_octree_time.data,0.013062718000000001
31.64025846,1644874292.089881644,,/diagnostics/iterative_octree_time.data,0.015608424000000001
3.53121749,1644874263.980840674,,/diagnostics/centroid_octree_time.data,0.009099769
3.651896863,1644874264.101520047,,/diagnostics/centroid_octree_time.data,0.023413074000000002
3.7825887170000003,1644874264.232211901,,/diagnostics/centroid_octree_time.data,0.007915787
3.862984649,1644874264.312607833,,/diagnostics/centroid_octree_time.data,0.008715138
3.984845767,1644874264.434468951,,/diagnostics/centroid_octree_time.data,0.008574420000000001
4.075351686,1644874264.524974870,,/diagnostics/centroid_octree_time.data,0.019708060000000003
4.155759324,1644874264.605382508,,/diagnostics/centroid_octree_time.data,0.014388388
4.236175318,1644874264.685798502,,/diagnostics/centroid_octree_time.data,0.006607962
4.377642193,1644874264.827265377,,/diagnostics/centroid_octree_time.data,0.020119025000000002
4.448758727,1644874264.898381911,,/diagnostics/centroid_octree_time.data,0.006917828
4.580041432,1644874265.029664616,,/diagnostics/centroid_octree_time.data,0.011017830000000001
4.670593172,1644874265.120216356,,/diagnostics/centroid_octree_time.data,0.019716902
4.791367518,1644874265.240990702,,/diagnostics/centroid_octree_time.data,0.005760128000000001
4.861697965,1644874265.311321149,,/diagnostics/centroid_octree_time.data,0.005671158
4.985354423,1644874265.434977607,,/diagnostics/centroid_octree_time.data,0.013008598000000001
5.075875846,1644874265.525499030,,/diagnostics/centroid_octree_time.data,0.024074158000000002
5.19670589,1644874265.646329074,,/diagnostics/centroid_octree_time.data,0.0065010250000000006
5.277165923,1644874265.726789107,,/diagnostics/centroid_octree_time.data,0.018696395
5.418491595,1644874265.868114779,,/diagnostics/centroid_octree_time.data,0.006858871000000001
5.499389731,1644874265.949012915,,/diagnostics/centroid_octree_time.data,0.013420786
5.599925128,1644874266.049548312,,/diagnostics/centroid_octree_time.data,0.011792623
5.670335691,1644874266.119958875,,/diagnostics/centroid_octree_time.data,0.005273077
5.803380612,1644874266.253003796,,/diagnostics/centroid_octree_time.data,0.010693971
5.874927478,1644874266.324550662,,/diagnostics/centroid_octree_time.data,0.006670847000000001
5.945398485,1644874266.395021669,,/diagnostics/centroid_octree_time.data,0.005585871
6.046047412,1644874266.495670596,,/diagnostics/centroid_octree_time.data,0.009337272
6.157331842,1644874266.606955026,,/diagnostics/centroid_octree_time.data,0.005372494
6.248065226,1644874266.697688410,,/diagnostics/centroid_octree_time.data,0.007681940000000001
6.360767838,1644874266.810391022,,/diagnostics/centroid_octree_time.data,0.006053183
6.451276658,1644874266.900899842,,/diagnostics/centroid_octree_time.data,0.013601929
6.572437855,1644874267.022061039,,/diagnostics/centroid_octree_time.data,0.008013065
6.652962844,1644874267.102586028,,/diagnostics/centroid_octree_time.data,0.007169696000000001
6.766031038,1644874267.215654222,,/diagnostics/centroid_octree_time.data,0.006899082000000001
6.846494191,1644874267.296117375,,/diagnostics/centroid_octree_time.data,0.006608328
6.969511851,1644874267.419135035,,/diagnostics/centroid_octree_time.data,0.005849176
7.049982203,1644874267.499605387,,/diagnostics/centroid_octree_time.data,0.007938484
7.183162251,1644874267.632785435,,/diagnostics/centroid_octree_time.data,0.008755460000000001
7.2650193640000005,1644874267.714642548,,/diagnostics/centroid_octree_time.data,0.006212956
7.395762253,1644874267.845385437,,/diagnostics/centroid_octree_time.data,0.007790965
7.456106417,1644874267.905729601,,/diagnostics/centroid_octree_time.data,0.006624977000000001
7.586835846,1644874268.036459030,,/diagnostics/centroid_octree_time.data,0.010219947
7.667424126,1644874268.117047310,,/diagnostics/centroid_octree_time.data,0.009102657
7.788882297,1644874268.238505481,,/diagnostics/centroid_octree_time.data,0.006293336
7.889377078,1644874268.339000262,,/diagnostics/centroid_octree_time.data,0.006848516000000001
7.969767004,1644874268.419390188,,/diagnostics/centroid_octree_time.data,0.009480653
8.050252074,1644874268.499875258,,/diagnostics/centroid_octree_time.data,0.009296341000000001
8.164811473,1644874268.614434657,,/diagnostics/centroid_octree_time.data,0.005945884
8.269845310000001,1644874268.719468494,,/diagnostics/centroid_octree_time.data,0.008293491
8.400683529,1644874268.850306713,,/diagnostics/centroid_octree_time.data,0.0060096920000000005
8.4711035,1644874268.920726684,,/diagnostics/centroid_octree_time.data,0.009032549
8.591837965,1644874269.041461149,,/diagnostics/centroid_octree_time.data,0.010679803
8.674012113,1644874269.123635297,,/diagnostics/centroid_octree_time.data,0.012819111000000001
8.764462407,1644874269.214085591,,/diagnostics/centroid_octree_time.data,0.023669983000000002
8.83617573,1644874269.285798914,,/diagnostics/centroid_octree_time.data,0.008921709
8.977008049,1644874269.426631233,,/diagnostics/centroid_octree_time.data,0.015410981
